Unnamed: 0,Player,Tm,Pos,Age,G,Cmp,Att,Yds,Int,Tgt,Rec,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,FlexYds,FlexTDs,avgPassYds,avgRushYds,avgRecYds,avgFlexYds,avgPassTDs,avgRushTDs,avgRecTDs,avgFlexTDs,ydsPerRushAtt,cmpPercentage,ydsPerPassCmp,ydsPerPassAtt,avgRecs,catchPercentage,fantasyPts,avgFantasyPts
0,Priest Holmes,KAN,RB,29.0,14.0,0.0,1.0,0.0,0.0,81.0,70.0,9.6,1.0,1.0,0.0,0.0,1.0,1615.0,21.0,313.0,672.0,3.0,440.7,2287,24.0,0.0,115.35714285714286,48.0,163.35714285714286,0.0,1.5,0.21428571428571427,1.7142857142857142,5.159744408945687,0.0,0.0,0.0,5.0,0.8641975308641975,405.7,28.978571428571428
1,Ricky Williams,MIA,RB,25.0,16.0,0.0,0.0,0.0,0.0,59.0,47.0,7.72,7.0,4.0,0.0,0.0,0.0,1853.0,16.0,383.0,363.0,1.0,362.6,2216,17.0,0.0,115.8125,22.6875,138.5,0.0,1.0,0.0625,1.0625,4.8381201044386435,0.0,0.0,0.0,2.9375,0.7966101694915254,339.1,21.19375
2,LaDainian Tomlinson,SDG,RB,23.0,16.0,0.0,0.0,0.0,0.0,101.0,79.0,6.19,3.0,1.0,0.0,0.0,0.0,1683.0,14.0,372.0,489.0,1.0,384.20000000000016,2172,15.0,0.0,105.1875,30.5625,135.75,0.0,0.875,0.0625,0.9375,4.524193548387096,0.0,0.0,0.0,4.9375,0.7821782178217822,344.7000000000001,21.543750000000006
3,Clinton Portis,DEN,RB,21.0,16.0,0.0,0.0,0.0,0.0,49.0,33.0,11.03,5.0,3.0,0.0,0.0,0.0,1508.0,15.0,273.0,364.0,2.0,316.2000000000001,1872,17.0,0.0,94.25,22.75,117.0,0.0,0.9375,0.125,1.0625,5.523809523809524,0.0,0.0,0.0,2.0625,0.6734693877551021,299.7000000000001,18.731250000000006
4,Shaun Alexander,SEA,RB,25.0,16.0,0.0,0.0,0.0,0.0,78.0,59.0,7.8,3.0,1.0,0.0,0.0,0.0,1175.0,16.0,295.0,460.0,2.0,328.5,1635,18.0,0.0,73.4375,28.75,102.1875,0.0,1.0,0.125,1.125,3.983050847457627,0.0,0.0,0.0,3.6875,0.7564102564102564,299.0,18.6875
5,Deuce McAllister,NOR,RB,24.0,15.0,0.0,0.0,0.0,0.0,74.0,47.0,7.49,4.0,3.0,0.0,0.0,0.0,1388.0,13.0,325.0,352.0,3.0,311.0,1740,16.0,0.0,92.53333333333332,23.466666666666665,116.0,0.0,0.8666666666666667,0.2,1.0666666666666669,4.270769230769232,0.0,0.0,0.0,3.1333333333333333,0.6351351351351351,287.5,19.166666666666668
6,Marvin Harrison,IND,WR,30.0,16.0,0.0,0.0,0.0,0.0,205.0,143.0,12.04,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1722.0,11.0,382.2,1732,11.0,0.0,0.625,107.625,108.25,0.0,0.0,0.6875,0.6875,5.0,0.0,0.0,0.0,8.9375,0.6975609756097559,310.7,19.41875
7,Charlie Garner,OAK,RB,30.0,16.0,0.0,0.0,0.0,0.0,111.0,91.0,10.34,0.0,0.0,0.0,0.0,0.0,962.0,7.0,182.0,941.0,4.0,347.3,1903,11.0,0.0,60.125,58.8125,118.9375,0.0,0.4375,0.25,0.6875,5.285714285714286,0.0,0.0,0.0,5.6875,0.8198198198198198,301.8,18.8625
8,Tiki Barber,NYG,RB,27.0,16.0,0.0,0.0,0.0,0.0,95.0,69.0,8.65,9.0,6.0,0.0,0.0,0.0,1387.0,11.0,304.0,597.0,0.0,321.4,1984,11.0,0.0,86.6875,37.3125,124.0,0.0,0.6875,0.0,0.6875,4.5625,0.0,0.0,0.0,4.3125,0.7263157894736842,286.9,17.93125
9,Travis Henry,BUF,RB,24.0,16.0,0.0,0.0,0.0,0.0,59.0,43.0,7.19,11.0,9.0,0.0,0.0,0.0,1438.0,13.0,325.0,309.0,1.0,283.7000000000001,1747,14.0,0.0,89.875,19.3125,109.1875,0.0,0.8125,0.0625,0.875,4.424615384615384,0.0,0.0,0.0,2.6875,0.7288135593220338,262.20000000000005,16.387500000000006
