Unnamed: 0,Player,Tm,Pos,Age,G,Cmp,Att,Yds,Int,Rec,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Tgt,FlexYds,FlexTDs,avgPassYds,avgRushYds,avgRecYds,avgFlexYds,avgPassTDs,avgRushTDs,avgRecTDs,avgFlexTDs,ydsPerRushAtt,cmpPercentage,ydsPerPassCmp,ydsPerPassAtt,avgRecs,catchPercentage,fantasyPts,avgFantasyPts
0,Jerry Rice,SFO,WR,25.0,12.0,0.0,0.0,0.0,0.0,65.0,16.58,2.0,0.0,0.0,0.0,0.0,51.0,1.0,8.0,1078.0,22.0,311.9000000000001,0,1129,23.0,0.0,4.25,89.83333333333331,94.08333333333331,0.0,0.08333333333333333,1.8333333333333333,1.9166666666666667,6.375,0.0,0.0,0.0,5.416666666666668,0,283.4,23.616666666666664
1,Charles White,RAM,RB,29.0,15.0,0.0,0.0,0.0,0.0,23.0,5.26,8.0,0.0,0.0,0.0,0.0,1374.0,11.0,324.0,121.0,0.0,222.5,0,1495,11.0,0.0,91.6,8.066666666666666,99.66666666666669,0.0,0.7333333333333333,0.0,0.7333333333333333,4.2407407407407405,0.0,0.0,0.0,1.5333333333333334,0,227.0,15.133333333333333
2,Randall Cunningham,PHI,QB,24.0,12.0,223.0,406.0,2786.0,12.0,1.0,-3.0,12.0,0.0,2786.0,23.0,406.0,505.0,3.0,76.0,-3.0,0.0,224.64,0,502,3.0,232.16666666666663,42.083333333333336,-0.25,41.833333333333336,1.9166666666666667,0.25,0.0,0.25,6.644736842105262,0.5492610837438424,12.493273542600894,6.862068965517241,0.08333333333333333,0,248.14,20.678333333333327
3,Herschel Walker,DAL,RB,25.0,12.0,0.0,0.0,0.0,0.0,60.0,11.92,4.0,0.0,0.0,0.0,0.0,891.0,7.0,209.0,715.0,1.0,260.6,0,1606,8.0,0.0,74.25,59.58333333333334,133.83333333333334,0.0,0.5833333333333334,0.08333333333333333,0.6666666666666666,4.2631578947368425,0.0,0.0,0.0,5.0,0,238.6,19.883333333333333
4,Joe Montana,SFO,QB,31.0,13.0,266.0,398.0,3054.0,13.0,0.0,0.0,3.0,0.0,3054.0,31.0,398.0,141.0,1.0,35.0,0.0,0.0,234.26,0,141,1.0,234.9230769230769,10.846153846153848,0.0,10.846153846153848,2.3846153846153846,0.07692307692307693,0.0,0.07692307692307693,4.0285714285714285,0.6683417085427136,11.481203007518795,7.673366834170854,0.0,0,240.26,18.48153846153846
5,Mark Bavaro,NYG,TE,24.0,12.0,0.0,0.0,0.0,0.0,55.0,15.76,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.0,8.0,185.7,0,867,8.0,0.0,0.0,72.25,72.25,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,4.583333333333333,0,162.2,13.516666666666666
6,John Elway,DEN,QB,27.0,12.0,224.0,410.0,3198.0,12.0,0.0,0.0,2.0,0.0,3198.0,19.0,410.0,304.0,4.0,66.0,0.0,0.0,230.32,0,304,4.0,266.5,25.33333333333333,0.0,25.33333333333333,1.5833333333333333,0.3333333333333333,0.0,0.3333333333333333,4.606060606060606,0.5463414634146342,14.276785714285715,7.8,0.0,0,234.32,19.526666666666667
7,J.T. Smith,STL,WR,32.0,15.0,0.0,0.0,0.0,0.0,91.0,12.27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117.0,8.0,246.7,0,1117,8.0,0.0,0.0,74.46666666666667,74.46666666666667,0.0,0.0,0.5333333333333333,0.5333333333333333,0.0,0.0,0.0,0.0,6.066666666666666,0,205.2,13.68
8,Neil Lomax,STL,QB,28.0,12.0,275.0,463.0,3387.0,12.0,0.0,0.0,7.0,0.0,3387.0,24.0,463.0,107.0,0.0,29.0,0.0,0.0,204.18,0,107,0.0,282.25,8.916666666666666,0.0,8.916666666666666,2.0,0.0,0.0,0.0,3.689655172413793,0.5939524838012961,12.316363636363635,7.315334773218143,0.0,0,218.18,18.181666666666665
9,Eric Dickerson,2TM,RB,27.0,12.0,0.0,0.0,0.0,0.0,18.0,9.5,7.0,0.0,0.0,0.0,0.0,1288.0,6.0,283.0,171.0,0.0,185.9,0,1459,6.0,0.0,107.33333333333331,14.25,121.58333333333331,0.0,0.5,0.0,0.5,4.551236749116608,0.0,0.0,0.0,1.5,0,190.9,15.908333333333333
