Unnamed: 0,Player,Tm,Pos,Age,G,Cmp,Att,Yds,Int,Tgt,Rec,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,FlexYds,FlexTDs,avgPassYds,avgRushYds,avgRecYds,avgFlexYds,avgPassTDs,avgRushTDs,avgRecTDs,avgFlexTDs,ydsPerRushAtt,cmpPercentage,ydsPerPassCmp,ydsPerPassAtt,avgRecs,catchPercentage,fantasyPts,avgFantasyPts
0,Brett Favre,GNB,QB,27.0,16.0,325.0,543.0,3899.0,13.0,0.0,0.0,0.0,11.0,4.0,3899.0,39.0,543.0,136.0,2.0,49.0,0.0,0.0,303.56000000000006,136,2.0,243.6875,8.5,0.0,8.5,2.4375,0.125,0.0,0.125,2.7755102040816326,0.5985267034990792,11.996923076923075,7.180478821362799,0.0,0.0,303.56,18.9725
1,Terry Allen,WAS,RB,28.0,16.0,0.0,0.0,0.0,0.0,42.0,32.0,6.06,4.0,2.0,0.0,0.0,0.0,1353.0,21.0,347.0,194.0,0.0,308.7000000000001,1547,21.0,0.0,84.5625,12.125,96.6875,0.0,1.3125,0.0,1.3125,3.899135446685879,0.0,0.0,0.0,2.0,0.7619047619047619,292.7000000000001,18.293750000000006
2,Terrell Davis,DEN,RB,24.0,16.0,0.0,0.0,0.0,0.0,52.0,36.0,8.61,5.0,3.0,0.0,0.0,0.0,1538.0,13.0,345.0,310.0,2.0,304.8,1848,15.0,0.0,96.125,19.375,115.5,0.0,0.8125,0.125,0.9375,4.457971014492753,0.0,0.0,0.0,2.25,0.6923076923076923,286.8,17.925
3,Vinny Testaverde,BAL,QB,33.0,16.0,325.0,549.0,4177.0,19.0,0.0,0.0,0.0,9.0,7.0,4177.0,33.0,549.0,188.0,2.0,34.0,0.0,0.0,277.88000000000005,188,2.0,261.0625,11.75,0.0,11.75,2.0625,0.125,0.0,0.125,5.529411764705882,0.5919854280510018,12.852307692307694,7.608378870673952,0.0,0.0,277.88,17.3675
4,Ricky Watters,PHI,RB,27.0,16.0,0.0,0.0,0.0,0.0,70.0,51.0,8.71,5.0,5.0,0.0,0.0,0.0,1411.0,13.0,353.0,444.0,0.0,304.5,1855,13.0,0.0,88.1875,27.75,115.9375,0.0,0.8125,0.0,0.8125,3.997167138810198,0.0,0.0,0.0,3.1875,0.7285714285714285,279.0,17.4375
5,Curtis Martin,NWE,RB,23.0,16.0,0.0,0.0,0.0,0.0,52.0,46.0,7.24,4.0,3.0,0.0,0.0,0.0,1152.0,14.0,316.0,333.0,3.0,290.5,1485,17.0,0.0,72.0,20.8125,92.8125,0.0,0.875,0.1875,1.0625,3.645569620253165,0.0,0.0,0.0,2.875,0.8846153846153846,267.5,16.71875
6,Mark Brunell,JAX,QB,26.0,16.0,353.0,557.0,4367.0,20.0,0.0,0.0,0.0,14.0,3.0,4367.0,19.0,557.0,396.0,3.0,80.0,0.0,0.0,262.28,396,3.0,272.9375,24.75,0.0,24.75,1.1875,0.1875,0.0,0.1875,4.95,0.6337522441651705,12.371104815864024,7.8402154398563715,0.0,0.0,262.28,16.3925
7,Emmitt Smith,DAL,RB,27.0,15.0,0.0,0.0,0.0,0.0,57.0,47.0,5.3,5.0,2.0,0.0,0.0,0.0,1204.0,12.0,327.0,249.0,3.0,278.3,1453,15.0,0.0,80.26666666666667,16.6,96.86666666666666,0.0,0.8,0.2,1.0,3.6819571865443423,0.0,0.0,0.0,3.1333333333333333,0.8245614035087719,254.8,16.986666666666668
8,Barry Sanders,DET,RB,28.0,16.0,0.0,1.0,0.0,1.0,32.0,24.0,6.13,4.0,2.0,0.0,0.0,1.0,1553.0,11.0,307.0,147.0,0.0,254.0,1700,11.0,0.0,97.0625,9.1875,106.25,0.0,0.6875,0.0,0.6875,5.058631921824103,0.0,0.0,0.0,1.5,0.75,242.0,15.125
9,Shannon Sharpe,DEN,TE,28.0,15.0,0.0,0.0,0.0,0.0,117.0,80.0,13.28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1062.0,10.0,244.2,1062,10.0,0.0,0.0,70.8,70.8,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,5.333333333333333,0.6837606837606838,204.2,13.613333333333333
10,Jeff Blake,CIN,QB,26.0,16.0,308.0,549.0,3624.0,14.0,0.0,0.0,0.0,7.0,3.0,3624.0,24.0,549.0,317.0,2.0,72.0,0.0,0.0,250.66,317,2.0,226.5,19.8125,0.0,19.8125,1.5,0.125,0.0,0.125,4.402777777777779,0.5610200364298725,11.766233766233766,6.601092896174864,0.0,0.0,250.66,15.666249999999998
11,John Elway,DEN,QB,36.0,15.0,287.0,466.0,3328.0,14.0,0.0,0.0,0.0,6.0,4.0,3328.0,26.0,466.0,249.0,4.0,50.0,0.0,0.0,250.02,249,4.0,221.86666666666667,16.6,0.0,16.6,1.7333333333333334,0.26666666666666666,0.0,0.26666666666666666,4.98,0.6158798283261803,11.595818815331011,7.141630901287553,0.0,0.0,250.02,16.668
