Unnamed: 0,Player,Tm,Pos,Age,G,Cmp,Att,Yds,Int,Rec,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Tgt,FlexYds,FlexTDs,avgPassYds,avgRushYds,avgRecYds,avgFlexYds,avgPassTDs,avgRushTDs,avgRecTDs,avgFlexTDs,ydsPerRushAtt,cmpPercentage,ydsPerPassCmp,ydsPerPassAtt,avgRecs,catchPercentage,fantasyPts,avgFantasyPts
0,Eric Dickerson,RAM,RB,24.0,16.0,0.0,1.0,0.0,1.0,21.0,6.62,14.0,0.0,0.0,0.0,1.0,2105.0,14.0,379.0,139.0,0.0,299.4,0,2244,14.0,0.0,131.5625,8.6875,140.25,0.0,0.875,0.0,0.875,5.554089709762533,0.0,0.0,0.0,1.3125,0,316.9,19.80625
1,Dan Marino,MIA,QB,23.0,16.0,362.0,564.0,5084.0,17.0,0.0,0.0,6.0,0.0,5084.0,48.0,564.0,-7.0,0.0,28.0,0.0,0.0,348.66,0,-7,0.0,317.75,-0.4375,0.0,-0.4375,3.0,0.0,0.0,0.0,-0.25,0.6418439716312057,14.044198895027625,9.014184397163119,0.0,0,360.66,22.54125
2,James Wilder,TAM,RB,26.0,16.0,1.0,1.0,16.0,0.0,85.0,8.06,10.0,0.0,16.0,1.0,1.0,1544.0,13.0,407.0,685.0,0.0,370.54,0,2229,13.0,1.0,96.5,42.8125,139.3125,0.0625,0.8125,0.0,0.8125,3.7936117936117935,1.0,16.0,16.0,5.3125,0,348.04,21.7525
3,Marcus Allen,RAI,RB,24.0,16.0,1.0,4.0,38.0,0.0,64.0,11.84,8.0,0.0,38.0,0.0,4.0,1168.0,13.0,275.0,758.0,5.0,350.12,0,1926,18.0,2.375,73.0,47.375,120.375,0.0,0.8125,0.3125,1.125,4.247272727272727,0.25,38.0,9.5,4.0,0,334.12,20.8825
4,Walter Payton,CHI,RB,30.0,16.0,3.0,8.0,47.0,1.0,45.0,8.18,5.0,0.0,47.0,2.0,8.0,1684.0,11.0,381.0,368.0,0.0,314.08,0,2052,11.0,2.9375,105.25,23.0,128.25,0.125,0.6875,0.0,0.6875,4.41994750656168,0.375,15.666666666666664,5.875,2.8125,0,301.58,18.84875
5,Mark Clayton,MIA,WR,23.0,15.0,0.0,1.0,0.0,1.0,73.0,19.03,2.0,0.0,0.0,0.0,1.0,35.0,0.0,3.0,1389.0,18.0,317.4,0,1424,18.0,0.0,2.333333333333333,92.6,94.93333333333334,0.0,0.0,1.2,1.2,11.666666666666664,0.0,0.0,0.0,4.866666666666666,0,284.9,18.99333333333333
6,Gerald Riggs,ATL,RB,24.0,15.0,0.0,0.0,0.0,0.0,42.0,6.6,11.0,0.0,0.0,0.0,0.0,1486.0,13.0,353.0,277.0,0.0,274.3,0,1763,13.0,0.0,99.06666666666666,18.466666666666665,117.53333333333332,0.0,0.8666666666666667,0.0,0.8666666666666667,4.209631728045326,0.0,0.0,0.0,2.8,0,275.29999999999995,18.353333333333328
7,Roy Green,STL,WR,27.0,16.0,0.0,0.0,0.0,0.0,78.0,19.94,1.0,0.0,0.0,0.0,0.0,-10.0,0.0,1.0,1555.0,12.0,302.5,0,1545,12.0,0.0,-0.625,97.1875,96.5625,0.0,0.0,0.75,0.75,-10.0,0.0,0.0,0.0,4.875,0,265.5,16.59375
8,Neil Lomax,STL,QB,25.0,16.0,345.0,560.0,4614.0,16.0,0.0,0.0,11.0,0.0,4614.0,28.0,560.0,184.0,3.0,35.0,0.0,0.0,278.96,0,184,3.0,288.375,11.5,0.0,11.5,1.75,0.1875,0.0,0.1875,5.257142857142857,0.6160714285714286,13.37391304347826,8.239285714285714,0.0,0,300.9600000000001,18.81
9,John Stallworth,PIT,WR,32.0,16.0,0.0,0.0,0.0,0.0,80.0,17.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1395.0,11.0,283.5,0,1395,11.0,0.0,0.0,87.1875,87.1875,0.0,0.0,0.6875,0.6875,0.0,0.0,0.0,0.0,5.0,0,245.5,15.34375
10,Ottis Anderson,STL,RB,27.0,15.0,0.0,0.0,0.0,0.0,70.0,8.73,8.0,0.0,0.0,0.0,0.0,1174.0,6.0,289.0,611.0,2.0,280.5,0,1785,8.0,0.0,78.26666666666667,40.73333333333333,119.0,0.0,0.4,0.13333333333333333,0.5333333333333333,4.062283737024221,0.0,0.0,0.0,4.666666666666667,0,261.5,17.433333333333334
11,Steve Largent,SEA,WR,30.0,16.0,0.0,0.0,0.0,0.0,74.0,15.73,1.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1164.0,12.0,261.4,0,1174,12.0,0.0,0.625,72.75,73.375,0.0,0.0,0.75,0.75,5.0,0.0,0.0,0.0,4.625,0,226.4,14.15
12,John Riggins,WAS,RB,35.0,14.0,0.0,0.0,0.0,0.0,7.0,6.14,7.0,0.0,0.0,0.0,0.0,1239.0,14.0,327.0,43.0,0.0,205.2,0,1282,14.0,0.0,88.5,3.071428571428572,91.57142857142857,0.0,1.0,0.0,1.0,3.7889908256880735,0.0,0.0,0.0,0.5,0,215.7,15.407142857142858
13,James Lofton,GNB,WR,28.0,16.0,0.0,0.0,0.0,0.0,62.0,21.95,1.0,0.0,0.0,0.0,0.0,82.0,0.0,10.0,1361.0,7.0,246.3,0,1443,7.0,0.0,5.125,85.0625,90.1875,0.0,0.0,0.4375,0.4375,8.2,0.0,0.0,0.0,3.875,0,217.3,13.58125
14,Dave Krieg,SEA,QB,26.0,16.0,276.0,480.0,3671.0,24.0,0.0,0.0,11.0,0.0,3671.0,32.0,480.0,186.0,3.0,46.0,0.0,0.0,241.44000000000003,0,186,3.0,229.4375,11.625,0.0,11.625,2.0,0.1875,0.0,0.1875,4.043478260869565,0.575,13.30072463768116,7.647916666666666,0.0,0,263.44,16.465
15,Joe Montana,SFO,QB,28.0,16.0,279.0,432.0,3630.0,10.0,0.0,0.0,4.0,0.0,3630.0,28.0,432.0,118.0,2.0,39.0,0.0,0.0,253.0,0,118,2.0,226.875,7.375,0.0,7.375,1.75,0.125,0.0,0.125,3.025641025641025,0.6458333333333334,13.010752688172044,8.402777777777779,0.0,0,261.0,16.3125
16,Tony Dorsett,DAL,RB,30.0,16.0,0.0,1.0,0.0,1.0,51.0,9.0,12.0,0.0,0.0,0.0,1.0,1189.0,6.0,302.0,459.0,1.0,231.8,0,1648,7.0,0.0,74.3125,28.6875,103.0,0.0,0.375,0.0625,0.4375,3.937086092715232,0.0,0.0,0.0,3.1875,0,230.3,14.39375
17,Art Monk,WAS,WR,27.0,16.0,0.0,0.0,0.0,0.0,106.0,12.94,1.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,1372.0,7.0,285.0,0,1390,7.0,0.0,1.125,85.75,86.875,0.0,0.0,0.4375,0.4375,9.0,0.0,0.0,0.0,6.625,0,234.0,14.625
18,Wendell Tyler,SFO,RB,29.0,16.0,0.0,0.0,0.0,0.0,28.0,8.21,13.0,0.0,0.0,0.0,0.0,1262.0,7.0,246.0,230.0,2.0,205.2,0,1492,9.0,0.0,78.875,14.375,93.25,0.0,0.4375,0.125,0.5625,5.130081300813008,0.0,0.0,0.0,1.75,0,217.2,13.575
19,Mark Duper,MIA,WR,25.0,16.0,0.0,0.0,0.0,0.0,71.0,18.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1306.0,8.0,249.6,0,1306,8.0,0.0,0.0,81.625,81.625,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4.4375,0,214.1,13.38125
20,Tony Eason,NWE,QB,25.0,16.0,259.0,431.0,3228.0,8.0,0.0,0.0,7.0,0.0,3228.0,23.0,431.0,154.0,5.0,40.0,0.0,0.0,236.52,0,154,5.0,201.75,9.625,0.0,9.625,1.4375,0.3125,0.0,0.3125,3.85,0.6009280742459396,12.463320463320466,7.489559164733179,0.0,0,250.52,15.6575
