Unnamed: 0,Player,Tm,Pos,Age,G,Cmp,Att,Yds,Int,Rec,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Tgt,FlexYds,FlexTDs,avgPassYds,avgRushYds,avgRecYds,avgFlexYds,avgPassTDs,avgRushTDs,avgRecTDs,avgFlexTDs,ydsPerRushAtt,cmpPercentage,ydsPerPassCmp,ydsPerPassAtt,avgRecs,catchPercentage,fantasyPts,avgFantasyPts
0,Paul Warfield,MIA,WR,29.0,14.0,0.0,0.0,0.0,0.0,43.0,23.16,3.0,0.0,0.0,0.0,0.0,115.0,0.0,9.0,996.0,11.0,214.1,0,1111,11.0,0.0,8.214285714285714,71.14285714285714,79.35714285714286,0.0,0.0,0.7857142857142857,0.7857142857142857,12.777777777777779,0.0,0.0,0.0,3.071428571428572,0,198.6,14.185714285714285
1,Greg Landry,DET,QB,25.0,14.0,136.0,261.0,2237.0,13.0,0.0,0.0,5.0,0.0,2237.0,16.0,261.0,530.0,3.0,76.0,0.0,0.0,188.48,0,530,3.0,159.78571428571428,37.857142857142854,0.0,37.857142857142854,1.1428571428571428,0.21428571428571427,0.0,0.21428571428571427,6.973684210526316,0.5210727969348659,16.448529411764707,8.57088122605364,0.0,0,198.48,14.177142857142858
2,Otis Taylor,KAN,WR,29.0,14.0,0.0,0.0,0.0,0.0,57.0,19.47,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,1110.0,7.0,218.5,0,1135,8.0,0.0,1.7857142857142858,79.28571428571429,81.07142857142857,0.0,0.07142857142857142,0.5,0.5714285714285714,25.0,0.0,0.0,0.0,4.071428571428571,0,190.0,13.571428571428573
3,Steve Owens,DET,RB,24.0,14.0,0.0,0.0,0.0,0.0,32.0,10.94,5.0,0.0,0.0,0.0,0.0,1035.0,8.0,246.0,350.0,2.0,220.5,0,1385,10.0,0.0,73.92857142857143,25.0,98.92857142857143,0.0,0.5714285714285714,0.14285714285714285,0.7142857142857143,4.2073170731707314,0.0,0.0,0.0,2.2857142857142856,0,214.5,15.321428571428573
4,Fred Biletnikoff,OAK,WR,28.0,14.0,0.0,0.0,0.0,0.0,61.0,15.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.0,9.0,205.9,0,929,9.0,0.0,0.0,66.35714285714286,66.35714285714286,0.0,0.0,0.6428571428571429,0.6428571428571429,0.0,0.0,0.0,0.0,4.357142857142857,0,177.4,12.671428571428573
5,Roger Staubach,DAL,QB,29.0,13.0,126.0,211.0,1882.0,4.0,0.0,0.0,6.0,0.0,1882.0,15.0,211.0,343.0,2.0,41.0,0.0,0.0,161.57999999999996,0,343,2.0,144.76923076923075,26.384615384615387,0.0,26.384615384615387,1.1538461538461535,0.15384615384615385,0.0,0.15384615384615385,8.365853658536585,0.5971563981042654,14.936507936507935,8.919431279620854,0.0,0,173.57999999999996,13.352307692307694
6,Randy Vataha,NWE,WR,23.0,14.0,0.0,0.0,0.0,0.0,51.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0,9.0,192.2,0,872,9.0,0.0,0.0,62.28571428571429,62.28571428571429,0.0,0.0,0.6428571428571429,0.6428571428571429,0.0,0.0,0.0,0.0,3.6428571428571432,0,166.7,11.907142857142857
7,John Hadl,SDG,QB,31.0,14.0,233.0,431.0,3075.0,25.0,0.0,0.0,4.0,0.0,3075.0,21.0,431.0,75.0,1.0,18.0,0.0,0.0,162.5,0,75,1.0,219.64285714285717,5.357142857142857,0.0,5.357142857142857,1.5,0.07142857142857142,0.0,0.07142857142857142,4.166666666666667,0.5406032482598608,13.197424892703864,7.134570765661253,0.0,0,170.5,12.178571428571427
8,Leroy Kelly,CLE,RB,29.0,14.0,1.0,4.0,23.0,0.0,25.0,10.08,7.0,0.0,23.0,0.0,4.0,865.0,10.0,234.0,252.0,2.0,195.62,0,1117,12.0,1.6428571428571428,61.78571428571429,18.0,79.78571428571429,0.0,0.7142857142857143,0.14285714285714285,0.8571428571428571,3.6965811965811968,0.25,23.0,5.75,1.7857142857142858,0,197.12,14.08
9,Bob Hayes,DAL,WR,29.0,14.0,0.0,0.0,0.0,0.0,35.0,24.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,3.0,840.0,8.0,168.8,0,858,8.0,0.0,1.2857142857142858,60.0,61.28571428571429,0.0,0.0,0.5714285714285714,0.5714285714285714,6.0,0.0,0.0,0.0,2.5,0,151.3,10.807142857142859
10,Floyd Little,DEN,RB,29.0,14.0,0.0,1.0,0.0,0.0,26.0,9.81,4.0,0.0,0.0,0.0,1.0,1133.0,6.0,284.0,255.0,0.0,192.8,0,1388,6.0,0.0,80.92857142857143,18.214285714285715,99.14285714285714,0.0,0.42857142857142855,0.0,0.42857142857142855,3.9894366197183104,0.0,0.0,0.0,1.8571428571428568,0,187.8,13.414285714285715
