Unnamed: 0,Player,Tm,Pos,Age,G,Cmp,Att,Yds,Int,Rec,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Tgt,FlexYds,FlexTDs,avgPassYds,avgRushYds,avgRecYds,avgFlexYds,avgPassTDs,avgRushTDs,avgRecTDs,avgFlexTDs,ydsPerRushAtt,cmpPercentage,ydsPerPassCmp,ydsPerPassAtt,avgRecs,catchPercentage,fantasyPts,avgFantasyPts
0,Walter Payton,CHI,RB,24.0,16.0,0.0,0.0,0.0,0.0,50.0,9.6,5.0,0.0,0.0,0.0,0.0,1395.0,11.0,333.0,480.0,0.0,293.5,0,1875,11.0,0.0,87.1875,30.0,117.1875,0.0,0.6875,0.0,0.6875,4.1891891891891895,0.0,0.0,0.0,3.125,0,278.5,17.40625
1,John Jefferson,SDG,WR,22.0,14.0,0.0,0.0,0.0,0.0,56.0,17.88,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1001.0,13.0,234.8,0,1008,13.0,0.0,0.5,71.5,72.0,0.0,0.0,0.9285714285714286,0.9285714285714286,7.0,0.0,0.0,0.0,4.0,0,206.8,14.771428571428574
2,Dave Casper,OAK,TE,26.0,16.0,0.0,1.0,0.0,0.0,62.0,13.74,1.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,852.0,9.0,199.7,0,857,9.0,0.0,0.3125,53.25,53.5625,0.0,0.0,0.5625,0.5625,5.0,0.0,0.0,0.0,3.875,0,170.7,10.66875
3,Steve Largent,SEA,WR,24.0,16.0,0.0,0.0,0.0,0.0,71.0,16.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1168.0,8.0,235.8,0,1168,8.0,0.0,0.0,73.0,73.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4.4375,0,200.3,12.51875
4,Roger Staubach,DAL,QB,36.0,15.0,231.0,413.0,3190.0,16.0,0.0,0.0,5.0,0.0,3190.0,25.0,413.0,182.0,1.0,42.0,0.0,0.0,209.8,0,182,1.0,212.66666666666663,12.133333333333333,0.0,12.133333333333333,1.6666666666666667,0.06666666666666668,0.0,0.06666666666666668,4.333333333333333,0.559322033898305,13.809523809523812,7.723970944309928,0.0,0,219.8,14.653333333333332
5,Wesley Walker,NYJ,WR,23.0,16.0,0.0,0.0,0.0,0.0,48.0,24.35,2.0,0.0,0.0,0.0,0.0,-3.0,0.0,1.0,1169.0,8.0,208.6,0,1166,8.0,0.0,-0.1875,73.0625,72.875,0.0,0.0,0.5,0.5,-3.0,0.0,0.0,0.0,3.0,0,188.6,11.7875
6,Earl Campbell,HOU,RB,23.0,15.0,0.0,0.0,0.0,0.0,12.0,4.0,9.0,0.0,0.0,0.0,0.0,1450.0,13.0,302.0,48.0,0.0,221.8,0,1498,13.0,0.0,96.66666666666669,3.2,99.86666666666666,0.0,0.8666666666666667,0.0,0.8666666666666667,4.801324503311259,0.0,0.0,0.0,0.8,0,233.8,15.586666666666668
7,Jim Zorn,SEA,QB,25.0,16.0,248.0,443.0,3283.0,20.0,0.0,0.0,11.0,0.0,3283.0,15.0,443.0,290.0,6.0,59.0,0.0,0.0,194.32,0,290,6.0,205.1875,18.125,0.0,18.125,0.9375,0.375,0.0,0.375,4.915254237288137,0.5598194130925508,13.237903225806454,7.410835214446952,0.0,0,216.32,13.52
8,Tony Dorsett,DAL,RB,24.0,16.0,0.0,1.0,0.0,0.0,37.0,10.22,12.0,0.0,0.0,0.0,1.0,1325.0,7.0,290.0,378.0,2.0,237.3,0,1703,9.0,0.0,82.8125,23.625,106.4375,0.0,0.4375,0.125,0.5625,4.568965517241379,0.0,0.0,0.0,2.3125,0,242.8,15.175
9,Harold Carmichael,PHI,WR,29.0,16.0,0.0,0.0,0.0,0.0,55.0,19.49,1.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,1072.0,8.0,210.3,0,1093,8.0,0.0,1.3125,67.0,68.3125,0.0,0.0,0.5,0.5,21.0,0.0,0.0,0.0,3.4375,0,184.8,11.55
10,Steve Grogan,NWE,QB,25.0,16.0,181.0,362.0,2824.0,23.0,0.0,0.0,9.0,0.0,2824.0,15.0,362.0,539.0,5.0,81.0,0.0,0.0,192.86,0,539,5.0,176.5,33.6875,0.0,33.6875,0.9375,0.3125,0.0,0.3125,6.654320987654321,0.5,15.602209944751381,7.801104972375691,0.0,0,210.86,13.17875
11,Lynn Swann,PIT,WR,26.0,16.0,0.0,0.0,0.0,0.0,61.0,14.43,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,880.0,11.0,215.7,0,887,11.0,0.0,0.4375,55.0,55.4375,0.0,0.0,0.6875,0.6875,7.0,0.0,0.0,0.0,3.8125,0,185.2,11.575
12,Terdell Middleton,GNB,RB,23.0,16.0,0.0,0.0,0.0,0.0,34.0,9.76,8.0,0.0,0.0,0.0,0.0,1116.0,11.0,284.0,332.0,1.0,234.8,0,1448,12.0,0.0,69.75,20.75,90.5,0.0,0.6875,0.0625,0.75,3.929577464788733,0.0,0.0,0.0,2.125,0,233.8,14.6125
13,Terry Bradshaw,PIT,QB,30.0,16.0,207.0,368.0,2915.0,20.0,0.0,0.0,8.0,0.0,2915.0,28.0,368.0,93.0,1.0,32.0,1.0,0.0,188.0,0,94,1.0,182.1875,5.8125,0.0625,5.875,1.75,0.0625,0.0,0.0625,2.90625,0.5625,14.082125603864734,7.921195652173912,0.0,0,204.0,12.75
14,Riley Odoms,DEN,TE,28.0,16.0,0.0,0.0,0.0,0.0,54.0,15.35,2.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,829.0,6.0,169.4,0,834,6.0,0.0,0.3125,51.8125,52.125,0.0,0.0,0.375,0.375,2.5,0.0,0.0,0.0,3.375,0,146.4,9.15
15,Archie Manning,NOR,QB,29.0,16.0,291.0,471.0,3416.0,16.0,0.0,0.0,8.0,0.0,3416.0,17.0,471.0,202.0,1.0,38.0,0.0,0.0,182.84,0,202,1.0,213.5,12.625,0.0,12.625,1.0625,0.0625,0.0,0.0625,5.315789473684211,0.6178343949044586,11.738831615120276,7.252653927813164,0.0,0,198.84,12.427499999999998
16,Brian Sipe,CLE,QB,29.0,16.0,222.0,399.0,2906.0,15.0,0.0,0.0,12.0,0.0,2906.0,21.0,399.0,87.0,3.0,28.0,0.0,0.0,172.94,0,87,3.0,181.625,5.4375,0.0,5.4375,1.3125,0.1875,0.0,0.1875,3.1071428571428568,0.556390977443609,13.090090090090088,7.283208020050125,0.0,0,196.94,12.30875
17,Reggie Rucker,CLE,WR,31.0,15.0,0.0,0.0,0.0,0.0,43.0,20.77,3.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,893.0,8.0,175.70000000000005,0,907,8.0,0.0,0.9333333333333332,59.53333333333333,60.46666666666667,0.0,0.0,0.5333333333333333,0.5333333333333333,7.0,0.0,0.0,0.0,2.8666666666666667,0,160.2,10.68
18,Wilbert Montgomery,PHI,RB,24.0,14.0,0.0,0.0,0.0,0.0,34.0,5.74,6.0,0.0,0.0,0.0,0.0,1220.0,9.0,259.0,195.0,1.0,223.5,0,1415,10.0,0.0,87.14285714285714,13.928571428571427,101.07142857142857,0.0,0.6428571428571429,0.07142857142857142,0.7142857142857143,4.710424710424711,0.0,0.0,0.0,2.4285714285714284,0,218.5,15.607142857142858
19,Dan Fouts,SDG,QB,27.0,15.0,224.0,381.0,2999.0,20.0,0.0,0.0,10.0,0.0,2999.0,24.0,381.0,43.0,2.0,20.0,0.0,0.0,172.26,0,43,2.0,199.9333333333333,2.8666666666666667,0.0,2.8666666666666667,1.6,0.13333333333333333,0.0,0.13333333333333333,2.15,0.5879265091863517,13.388392857142858,7.871391076115485,0.0,0,192.26,12.817333333333332
20,Henry Childs,NOR,TE,27.0,16.0,0.0,0.0,0.0,0.0,53.0,16.4,1.0,0.0,0.0,0.0,0.0,-4.0,0.0,2.0,869.0,4.0,161.5,0,865,4.0,0.0,-0.25,54.3125,54.0625,0.0,0.0,0.25,0.25,-2.0,0.0,0.0,0.0,3.3125,0,137.0,8.5625
21,John Stallworth,PIT,WR,26.0,16.0,0.0,0.0,0.0,0.0,41.0,19.46,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.0,9.0,170.8,0,798,9.0,0.0,0.0,49.875,49.875,0.0,0.0,0.5625,0.5625,0.0,0.0,0.0,0.0,2.5625,0,154.3,9.64375
22,Billy Joe DuPree,DAL,TE,28.0,16.0,0.0,0.0,0.0,0.0,34.0,14.97,3.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,509.0,9.0,134.4,0,524,9.0,0.0,0.9375,31.8125,32.75,0.0,0.0,0.5625,0.5625,15.0,0.0,0.0,0.0,2.125,0,123.4,7.7125
23,Sammy White,MIN,WR,24.0,16.0,0.0,0.0,0.0,0.0,53.0,13.98,1.0,0.0,0.0,0.0,0.0,30.0,0.0,5.0,741.0,9.0,182.1,0,771,9.0,0.0,1.875,46.3125,48.1875,0.0,0.0,0.5625,0.5625,6.0,0.0,0.0,0.0,3.3125,0,157.6,9.85
24,Delvin Williams,MIA,RB,27.0,16.0,0.0,1.0,0.0,0.0,18.0,10.67,4.0,0.0,0.0,0.0,1.0,1258.0,8.0,272.0,192.0,0.0,203.0,0,1450,8.0,0.0,78.625,12.0,90.625,0.0,0.5,0.0,0.5,4.625,0.0,0.0,0.0,1.125,0,202.0,12.625
25,Mark van Eeghen,OAK,RB,26.0,16.0,0.0,0.0,0.0,0.0,27.0,10.78,5.0,0.0,0.0,0.0,0.0,1080.0,9.0,270.0,291.0,0.0,208.1,0,1371,9.0,0.0,67.5,18.1875,85.6875,0.0,0.5625,0.0,0.5625,4.0,0.0,0.0,0.0,1.6875,0,204.6,12.7875
26,Tony Reed,KAN,RB,23.0,16.0,0.0,0.0,0.0,0.0,48.0,10.06,6.0,0.0,0.0,0.0,0.0,1053.0,5.0,206.0,483.0,1.0,225.6,0,1536,6.0,0.0,65.8125,30.1875,96.0,0.0,0.3125,0.0625,0.375,5.111650485436893,0.0,0.0,0.0,3.0,0,213.6,13.35
27,Fran Tarkenton,MIN,QB,38.0,16.0,345.0,572.0,3468.0,32.0,0.0,0.0,7.0,0.0,3468.0,25.0,572.0,-6.0,1.0,24.0,0.0,0.0,166.12,0,-6,1.0,216.75,-0.375,0.0,-0.375,1.5625,0.0625,0.0,0.0625,-0.25,0.6031468531468531,10.05217391304348,6.062937062937063,0.0,0,180.12,11.2575
28,Ahmad Rashad,MIN,WR,29.0,16.0,0.0,0.0,0.0,0.0,66.0,11.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.0,8.0,186.9,0,769,8.0,0.0,0.0,48.0625,48.0625,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4.125,0,157.9,9.86875
29,Nat Moore,MIA,WR,27.0,16.0,0.0,0.0,0.0,0.0,48.0,13.44,1.0,0.0,0.0,0.0,0.0,-3.0,0.0,4.0,645.0,10.0,170.2,0,642,10.0,0.0,-0.1875,40.3125,40.125,0.0,0.0,0.625,0.625,-0.75,0.0,0.0,0.0,3.0,0,148.2,9.2625
30,David Sims,SEA,RB,23.0,12.0,1.0,1.0,15.0,0.0,30.0,6.5,4.0,0.0,15.0,0.0,1.0,752.0,14.0,174.0,195.0,1.0,207.3,0,947,15.0,1.25,62.66666666666666,16.25,78.91666666666667,0.0,1.1666666666666667,0.08333333333333333,1.25,4.32183908045977,1.0,15.0,15.0,2.5,0,200.3,16.691666666666666
