Unnamed: 0,Player,Tm,Pos,Age,G,Cmp,Att,Yds,Int,Tgt,Rec,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,FlexYds,FlexTDs,avgPassYds,avgRushYds,avgRecYds,avgFlexYds,avgPassTDs,avgRushTDs,avgRecTDs,avgFlexTDs,ydsPerRushAtt,cmpPercentage,ydsPerPassCmp,ydsPerPassAtt,avgRecs,catchPercentage,fantasyPts,avgFantasyPts
0,Emmitt Smith,DAL,RB,25.0,15.0,0.0,0.0,0.0,0.0,61.0,50.0,6.82,1.0,0.0,0.0,0.0,0.0,1484.0,21.0,368.0,341.0,1.0,364.5,1825,22.0,0.0,98.93333333333334,22.73333333333333,121.66666666666669,0.0,1.4,0.06666666666666668,1.4666666666666666,4.032608695652174,0.0,0.0,0.0,3.333333333333333,0.819672131147541,339.5,22.63333333333333
1,Steve Young,SFO,QB,33.0,16.0,324.0,461.0,3969.0,10.0,0.0,0.0,0.0,4.0,3.0,3969.0,35.0,461.0,293.0,7.0,58.0,0.0,0.0,344.06,293,7.0,248.0625,18.3125,0.0,18.3125,2.1875,0.4375,0.0,0.4375,5.051724137931036,0.7028199566160519,12.25,8.609544468546638,0.0,0.0,344.06,21.50375
2,Jerry Rice,SFO,WR,32.0,16.0,0.0,0.0,0.0,0.0,151.0,112.0,13.38,1.0,1.0,0.0,0.0,0.0,93.0,2.0,7.0,1499.0,13.0,359.2,1592,15.0,0.0,5.8125,93.6875,99.5,0.0,0.125,0.8125,0.9375,13.285714285714285,0.0,0.0,0.0,7.0,0.7417218543046358,303.2000000000001,18.950000000000006
3,Barry Sanders,DET,RB,26.0,16.0,0.0,0.0,0.0,0.0,65.0,44.0,6.43,0.0,0.0,0.0,0.0,0.0,1883.0,7.0,331.0,283.0,1.0,308.6,2166,8.0,0.0,117.6875,17.6875,135.375,0.0,0.4375,0.0625,0.5,5.688821752265861,0.0,0.0,0.0,2.75,0.676923076923077,286.6,17.9125
4,Chris Warren,SEA,RB,26.0,16.0,0.0,0.0,0.0,0.0,61.0,41.0,7.88,5.0,4.0,0.0,0.0,0.0,1545.0,9.0,333.0,323.0,2.0,285.8,1868,11.0,0.0,96.5625,20.1875,116.75,0.0,0.5625,0.125,0.6875,4.63963963963964,0.0,0.0,0.0,2.5625,0.6721311475409836,265.3,16.58125
5,Marshall Faulk,IND,RB,21.0,16.0,0.0,0.0,0.0,0.0,74.0,52.0,10.04,5.0,5.0,0.0,0.0,0.0,1282.0,11.0,314.0,522.0,1.0,294.4,1804,12.0,0.0,80.125,32.625,112.75,0.0,0.6875,0.0625,0.75,4.082802547770701,0.0,0.0,0.0,3.25,0.7027027027027027,268.4,16.775
6,Brett Favre,GNB,QB,25.0,16.0,363.0,582.0,3882.0,14.0,0.0,0.0,0.0,7.0,5.0,3882.0,33.0,582.0,202.0,2.0,42.0,0.0,0.0,281.48,202,2.0,242.625,12.625,0.0,12.625,2.0625,0.125,0.0,0.125,4.809523809523808,0.6237113402061856,10.694214876033056,6.6701030927835046,0.0,0.0,281.48,17.5925
7,Sterling Sharpe,GNB,WR,29.0,16.0,0.0,0.0,0.0,0.0,159.0,94.0,11.9,1.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,1119.0,18.0,315.4,1134,18.0,0.0,0.9375,69.9375,70.875,0.0,0.0,1.125,1.125,5.0,0.0,0.0,0.0,5.875,0.5911949685534591,268.4,16.775
8,Ben Coates,NWE,TE,25.0,16.0,0.0,0.0,0.0,0.0,148.0,96.0,12.23,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1174.0,7.0,253.4,1174,7.0,0.0,0.0,73.375,73.375,0.0,0.0,0.4375,0.4375,0.0,0.0,0.0,0.0,6.0,0.6486486486486487,205.4,12.8375
9,Natrone Means,SDG,RB,22.0,16.0,0.0,1.0,0.0,0.0,43.0,39.0,6.03,5.0,4.0,0.0,0.0,1.0,1350.0,12.0,343.0,235.0,0.0,261.5,1585,12.0,0.0,84.375,14.6875,99.0625,0.0,0.75,0.0,0.75,3.9358600583090384,0.0,0.0,0.0,2.4375,0.9069767441860463,242.0,15.125
