Unnamed: 0,Player,Tm,Pos,Age,G,Cmp,Att,Yds,Int,Tgt,Rec,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,FlexYds,FlexTDs,avgPassYds,avgRushYds,avgRecYds,avgFlexYds,avgPassTDs,avgRushTDs,avgRecTDs,avgFlexTDs,ydsPerRushAtt,cmpPercentage,ydsPerPassCmp,ydsPerPassAtt,avgRecs,catchPercentage,fantasyPts,avgFantasyPts
0,Todd Gurley,LAR,RB,24.0,14.0,0.0,0.0,0.0,0.0,81.0,59.0,9.83,1.0,1.0,0.0,0.0,0.0,1251.0,17.0,256.0,580.0,4.0,366.1,1831,21.0,0.0,89.35714285714286,41.42857142857143,130.78571428571428,0.0,1.2142857142857142,0.2857142857142857,1.5,4.88671875,0.0,0.0,0.0,4.214285714285714,0.7283950617283951,336.6,24.042857142857148
1,Saquon Barkley,NYG,RB,21.0,16.0,0.0,0.0,0.0,0.0,121.0,91.0,7.92,0.0,0.0,0.0,0.0,0.0,1307.0,11.0,261.0,721.0,4.0,383.8,2028,15.0,0.0,81.6875,45.0625,126.75,0.0,0.6875,0.25,0.9375,5.007662835249042,0.0,0.0,0.0,5.6875,0.7520661157024794,338.2999999999999,21.14375
2,Christian McCaffrey,CAR,RB,22.0,16.0,1.0,1.0,50.0,0.0,124.0,107.0,8.1,4.0,1.0,50.0,1.0,1.0,1098.0,7.0,219.0,867.0,6.0,385.5,1965,13.0,3.125,68.625,54.1875,122.8125,0.0625,0.4375,0.375,0.8125,5.013698630136987,1.0,50.0,50.0,6.6875,0.8629032258064516,332.0,20.75
3,Alvin Kamara,NOR,RB,23.0,15.0,0.0,0.0,0.0,0.0,105.0,81.0,8.75,1.0,0.0,0.0,0.0,0.0,883.0,14.0,194.0,709.0,4.0,348.2,1592,18.0,0.0,58.86666666666667,47.26666666666666,106.13333333333334,0.0,0.9333333333333332,0.26666666666666666,1.2,4.551546391752577,0.0,0.0,0.0,5.4,0.7714285714285715,307.7,20.51333333333333
4,Patrick Mahomes,KAN,QB,23.0,16.0,383.0,580.0,5097.0,12.0,0.0,0.0,0.0,9.0,2.0,5097.0,50.0,580.0,272.0,2.0,60.0,0.0,0.0,415.08,272,2.0,318.5625,17.0,0.0,17.0,3.125,0.125,0.0,0.125,4.533333333333333,0.6603448275862069,13.308093994778067,8.787931034482758,0.0,0.0,415.08,25.9425
5,Tyreek Hill,KAN,WR,24.0,16.0,0.0,0.0,0.0,0.0,137.0,87.0,17.0,0.0,0.0,0.0,0.0,0.0,151.0,1.0,22.0,1479.0,12.0,328.0,1630,13.0,0.0,9.4375,92.4375,101.875,0.0,0.0625,0.75,0.8125,6.863636363636362,0.0,0.0,0.0,5.4375,0.635036496350365,284.5,17.78125
6,Ezekiel Elliott,DAL,RB,23.0,15.0,0.0,0.0,0.0,0.0,95.0,77.0,7.36,6.0,1.0,0.0,0.0,0.0,1434.0,6.0,304.0,567.0,3.0,329.1,2001,9.0,0.0,95.6,37.8,133.4,0.0,0.4,0.2,0.6,4.717105263157895,0.0,0.0,0.0,5.133333333333334,0.8105263157894737,290.6,19.37333333333333
7,Travis Kelce,KAN,TE,29.0,16.0,0.0,0.0,0.0,0.0,150.0,103.0,12.97,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1336.0,10.0,294.6,1336,10.0,0.0,0.0,83.5,83.5,0.0,0.0,0.625,0.625,0.0,0.0,0.0,0.0,6.4375,0.6866666666666666,243.1,15.19375
8,Antonio Brown,PIT,WR,30.0,15.0,0.0,1.0,0.0,0.0,168.0,104.0,12.47,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1297.0,15.0,323.7,1297,15.0,0.0,0.0,86.46666666666668,86.46666666666668,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.933333333333334,0.6190476190476191,271.7,18.113333333333333
9,Davante Adams,GNB,WR,26.0,15.0,0.0,0.0,0.0,0.0,169.0,111.0,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1386.0,13.0,327.6,1386,13.0,0.0,0.0,92.4,92.4,0.0,0.0,0.8666666666666667,0.8666666666666667,0.0,0.0,0.0,0.0,7.4,0.6568047337278107,272.1,18.14
